Gender,State (Location), 10th percentage, 12th percentage,Difference,Degree of study,Specialization in study, College percentage,Age, English 1,English 2,English 3,English 4,Quantitative Ability 1,Quantitative Ability 2,Quantitative Ability 3,Quantitative Ability 4,Domain Skills 1,Domain Skills 2,Domain Test 3,Domain Test 4,Analytical Skills 1,Analytical Skills 2,Analytical Skills 3,Performance
B,N,85.2,75,2,X,G,69.5,13,58.49056604,79.61783439,64.84848485,71.7791411,62.29508197,61.67664671,68.7150838,76.87861272,57.14285714,71.22302158,69.65517241,69.34306569,76.36363636,84.81012658,78.16091954,LP
A,C,86.5,88.7,2,X,G,75.33,14,58.49056604,69.42675159,74.54545455,65.64417178,52.45901639,67.66467066,66.48044693,60.69364162,71.42857143,71.22302158,80.68965517,82.48175182,61.81818182,79.74683544,66.66666667,BP
A,M,79.67,80.8,2,X,J,74.5,12,54.71698113,88.53503185,60,68.09815951,57.37704918,68.86227545,74.30167598,76.87861272,71.42857143,82.73381295,77.93103448,75.18248175,65.45454545,82.27848101,45.97701149,BP
A,C,89.67,97.2,2,X,G,89.25,12,32.0754717,50.31847134,55.15151515,64.41717791,44.26229508,61.67664671,65.36312849,57.22543353,62.5,74.10071942,68.27586207,78.10218978,54.54545455,87.34177215,34.48275862,BP
A,N,83.2,86.83,2,X,G,62.32,13,67.9245283,77.07006369,78.18181818,71.7791411,44.09836066,68.86227545,72.06703911,56.06936416,44.64285714,71.22302158,53.10344828,66.42335766,72.72727273,87.34177215,66.66666667,MP
A,M,78.6,79.6,2,X,J,72.8,13,47.16981132,66.87898089,72.12121212,64.41717791,62.29508197,76.04790419,74.30167598,71.0982659,75,71.22302158,95.86206897,69.34306569,63.63636364,84.81012658,55.17241379,BP
B,M,76,71.4,2,X,J,74.02,13,37.73584906,70.70063694,58.78787879,58.28220859,31.14754098,55.68862275,54.18994413,52.60115607,37.5,56.83453237,58.62068966,59.12408759,58.18181818,72.15189873,48.27586207,MP
A,N,76,83,2,X,J,68,13,39.62264151,61.78343949,69.6969697,58.28220859,44.26229508,60.47904192,62.01117318,69.94219653,57.14285714,76.97841727,44.82758621,86.86131387,80,82.27848101,66.66666667,BP
B,N,83,72,2,X,G,71.2,14,50.94339623,78.34394904,62.42424242,68.09815951,47.54098361,61.67664671,62.01117318,52.60115607,39.28571429,56.83453237,42.06896552,76.64233577,63.63636364,59.49367089,66.66666667,MP
A,N,67.2,74,2,X,J,64.44,13,35.8490566,68.15286624,80.60606061,49.69325153,47.54098361,54.49101796,64.24581006,54.9132948,60.71428571,76.97841727,68.27586207,73.72262774,58.18181818,89.87341772,48.27586207,NaN
B,M,81.2,78.8,2,X,G,75.52,12,32.0754717,54.14012739,60,60.73619632,24.59016393,53.29341317,47.48603352,51.44508671,55.35714286,53.95683453,80.68965517,75.18248175,58.18181818,79.74683544,68.96551724,BP
A,N,70.4,65.67,2,X,G,58.46,13,49.05660377,61.78343949,64.84848485,70.55214724,29.50819672,38.92215569,62.01117318,52.60115607,23.21428571,41.00719424,54.48275862,59.12408759,60,74.6835443,48.27586207,LP
A,M,90.4,86.8,2,X,G,79.35,12,64.1509434,66.87898089,75.75757576,65.64417178,59.01639344,76.04790419,73.18435754,66.47398844,87.5,98.56115108,79.31034483,83.94160584,81.81818182,56.96202532,75.86206897,BP
A,M,72.6,68.6,2,X,G,73,13,31.88679245,60.50955414,47.87878788,75.4601227,55.73770492,74.8502994,67.59776536,63.00578035,28.57142857,42.44604317,65.51724138,59.12408759,63.63636364,84.81012658,62.06896552,BP
A,M,71.2,75.6,2,X,G,61.09,13,28.30188679,73.24840764,57.57575758,53.37423313,50.81967213,66.46706587,53.0726257,73.41040462,76.78571429,79.85611511,90.34482759,67.88321168,58.18181818,54.43037975,73.56321839,BP
B,M,92.6,93.25,2,X,G,81.06,13,56.60377358,82.1656051,55.15151515,74.23312883,57.37704918,68.86227545,68.7150838,68.78612717,60.71428571,78.41726619,71.03448276,66.42335766,78.18181818,89.87341772,71.26436782,BP
B,M,73.84,61,5,W,F,78.75,17,49.05660377,77.07006369,58.78787879,65.64417178,32.78688525,64.07185629,45.25139665,60.69364162,53.57142857,69.78417266,66.89655172,70.80291971,56.36363636,67.08860759,62.06896552,BP
B,M,87.17,83,2,X,J,75.2,14,69.81132075,70.70063694,52.72727273,90.18404908,73.7704918,85.62874251,56.42458101,58.38150289,55.35714286,74.10071942,60,86.86131387,76.36363636,51.89873418,78.16091954,BP
A,C,81,93,2,X,G,72.18,13,35.8490566,66.87898089,57.57575758,58.28220859,29.50819672,66.46706587,51.95530726,52.60115607,58.92857143,87.05035971,65.51724138,63.50364964,63.63636364,84.81012658,75.86206897,BP
A,E,87.04,83.83,2,X,G,76.74,13,47.16981132,91.08280255,73.33333333,59.50920245,63.93442623,66.46706587,74.30167598,74.56647399,92.85714286,100,76.55172414,89.7810219,76.36363636,89.87341772,59.77011494,BP
A,N,78.4,80.83,2,X,G,62.8,14,49.05660377,56.68789809,74.54545455,69.32515337,65.57377049,80.83832335,57.54189944,67.6300578,64.28571429,75.53956835,68.27586207,82.48175182,87.27272727,67.08860759,73.56321839,BP
A,N,88.13,91.5,2,X,G,67.45,12,66.03773585,74.52229299,58.78787879,70.55214724,62.29508197,88.0239521,73.18435754,79.19075145,82.14285714,81.29496403,83.44827586,89.7810219,89.09090909,84.81012658,82.75862069,BP
A,M,70.8,74,2,X,G,67.7,13,37.73584906,54.14012739,55.15151515,68.09815951,80.32786885,88.0239521,86.59217877,87.28323699,76.78571429,81.29496403,86.20689655,78.10218978,67.27272727,92.40506329,62.06896552,BP
A,M,65,62.4,2,X,G,68.44,14,49.05660377,70.70063694,55.15151515,79.14110429,52.45901639,68.86227545,67.59776536,72.25433526,62.5,74.10071942,69.65517241,76.64233577,74.54545455,84.81012658,68.96551724,NaN
A,M,85.4,85.6,2,X,J,73.69,13,37.73584906,73.24840764,56.36363636,59.50920245,73.7704918,80.83832335,79.88826816,83.8150289,42.85714286,69.78417266,61.37931034,59.12408759,63.63636364,82.27848101,39.08045977,BP
A,M,63.4,81.6,2,X,G,73.91,12,56.60377358,71.97452229,64.84848485,73.00613497,72.13114754,83.23353293,64.24581006,80.34682081,73.21428571,81.29496403,68.27586207,83.94160584,69.09090909,51.89873418,71.26436782,BP
B,M,71,77,2,X,G,71.9,13,20.75471698,55.41401274,61.21212121,46.01226994,29.50819672,49.7005988,62.01117318,53.75722543,51.78571429,64.02877698,76.55172414,62.04379562,89.09090909,77.21518987,73.56321839,BP
B,N,80.4,79.5,2,X,J,66.63,13,81.13207547,80.89171975,87.87878788,80.36809816,49.01639344,66.46706587,66.48044693,56.06936416,46.42857143,79.85611511,64.13793103,56.20437956,87.27272727,84.81012658,50.57471264,BP
A,M,82.3,80.2,2,X,J,74.96,15,81.13207547,91.08280255,60,91.41104294,62.29508197,77.24550898,83.24022346,81.50289017,66.07142857,65.4676259,71.03448276,89.7810219,92.72727273,89.87341772,80.45977011,MP
B,N,89.06,75.67,2,X,J,56.41,13,33.96226415,69.42675159,53.93939394,59.50920245,47.37704918,67.66467066,56.42458101,65.31791908,28.57142857,49.64028777,46.20689655,60.58394161,36.36363636,62.02531646,43.67816092,LP
B,C,87,86.7,2,X,G,70.4,12,39.62264151,77.07006369,52.72727273,69.32515337,39.3442623,61.67664671,58.65921788,51.44508671,37.5,49.64028777,54.48275862,78.10218978,NaN,87.34177215,34.48275862,LP
A,M,82.6,75.2,2,X,G,78.16,13,33.96226415,59.23566879,57.57575758,60.73619632,52.45901639,72.45508982,72.06703911,75.72254335,80.35714286,82.73381295,87.5862069,76.64233577,72.72727273,74.6835443,68.96551724,BP
A,M,88.33,89.4,2,X,G,77.44,15,37.73584906,77.07006369,64.84848485,49.69325153,63.93442623,73.65269461,74.30167598,76.87861272,67.85714286,66.90647482,83.44827586,78.10218978,81.81818182,79.74683544,64.36781609,BP
A,M,87.8,83.2,2,X,G,66.31,14,66.03773585,82.1656051,61.21212121,80.36809816,57.37704918,76.04790419,63.12849162,56.06936416,64.28571429,72.6618705,83.44827586,57.66423358,65.27272727,79.74683544,52.87356322,BP
B,K,86,81.4,2,X,J,77.9,12,35.8490566,50.31847134,51.51515152,75.4601227,44.26229508,62.8742515,56.42458101,57.22543353,80.35714286,89.92805755,77.93103448,79.5620438,38.18181818,29.11392405,43.67816092,BP
A,S,85,81,2,X,G,62.32,13,84.90566038,88.53503185,90.3030303,63.19018405,63.93442623,80.83832335,56.42458101,79.19075145,55.35714286,76.97841727,61.37931034,70.80291971,74.54545455,82.27848101,68.96551724,MP
B,M,86,88.6,2,X,G,80.25,14,37.73584906,63.05732484,66.06060606,59.50920245,45.73770492,70.05988024,63.12849162,66.47398844,64.28571429,84.17266187,76.55172414,60.58394161,54.54545455,56.96202532,50.57471264,BP
A,M,89.2,86.6,2,X,G,69.11,14,45.28301887,66.87898089,66.06060606,59.50920245,60.6557377,72.45508982,66.48044693,75.72254335,94.64285714,87.05035971,88.96551724,94.16058394,61.81818182,54.43037975,57.47126437,BP
A,M,86.2,71.3,2,X,G,77.7,13,54.71698113,70.70063694,57.57575758,79.14110429,39.3442623,65.26946108,62.01117318,58.38150289,58.92857143,66.90647482,65.51724138,85.40145985,45.45454545,59.49367089,41.37931034,BP
A,M,78.5,74.8,2,X,G,68.87,14,33.96226415,60.50955414,47.87878788,68.09815951,40.98360656,64.07185629,50.83798883,69.94219653,44.64285714,62.58992806,75.17241379,57.66423358,78.18181818,77.21518987,80.45977011,MP
A,M,81.4,73.5,2,X,J,73.3,14,41.50943396,70.70063694,62.42424242,61.96319018,67.21311475,80.83832335,75.41899441,53.75722543,44.64285714,64.02877698,62.75862069,62.04379562,65.45454545,72.15189873,59.77011494,BP
A,M,81.2,78.6,2,X,G,79.56,13,56.60377358,57.96178344,68.48484848,73.00613497,77.04918033,86.82634731,63.12849162,88.43930636,87.5,92.8057554,83.44827586,85.40145985,49.09090909,64.55696203,45.97701149,BP
A,M,71,76.8,2,X,G,78.26,13,33.96226415,57.96178344,57.57575758,61.96319018,47.37704918,65.26946108,65.36312849,71.0982659,78.57142857,78.41726619,83.44827586,83.94160584,74.54545455,74.6835443,66.66666667,BP
B,M,78,82,2,X,J,75.8,13,43.39622642,61.78343949,63.63636364,64.41717791,44.26229508,60.47904192,67.59776536,56.06936416,58.92857143,76.97841727,57.24137931,78.10218978,56.36363636,51.89873418,62.06896552,BP
A,M,72.6,72.4,2,X,G,75.35,14,50.94339623,71.97452229,73.33333333,69.32515337,39.3442623,61.67664671,70.94972067,79.19075145,64.28571429,68.34532374,83.44827586,67.88321168,54.54545455,72.15189873,50.57471264,BP
B,I,82.6,71.4,2,X,G,71.24,15,62.26415094,65.60509554,79.39393939,66.87116564,42.62295082,67.66467066,57.54189944,54.9132948,48.21428571,55.39568345,65.51724138,75.18248175,38.18181818,79.74683544,32.18390805,BP
B,M,64.3,60,2,X,J,69.5,14,24.52830189,63.05732484,57.57575758,58.28220859,36.06557377,59.28143713,50.83798883,58.38150289,50,74.10071942,54.48275862,66.42335766,49.09090909,36.70886076,57.47126437,MP
A,M,74.1,77.2,2,X,G,69.8,15,37.73584906,69.42675159,52.72727273,64.41717791,59.01639344,78.44311377,74.30167598,58.38150289,94.64285714,91.36690647,93.10344828,88.32116788,76.36363636,87.34177215,55.17241379,BP
A,N,83.73,86.67,2,X,J,68.59,12,52.83018868,71.97452229,56.36363636,75.4601227,47.54098361,62.8742515,63.12849162,63.00578035,66.07142857,76.97841727,69.65517241,81.02189781,69.09090909,51.89873418,75.86206897,BP
B,I,82.17,76,2,X,G,79.5,13,47.16981132,61.78343949,53.93939394,75.4601227,54.09836066,73.65269461,57.54189944,57.22543353,51.78571429,69.78417266,60,73.72262774,63.63636364,72.15189873,71.26436782,BP
B,I,84.56,75.58,2,X,G,83.13,14,66.03773585,80.89171975,64.84848485,86.50306748,57.37704918,77.24550898,73.18435754,76.87861272,53.57142857,76.97841727,61.37931034,69.34306569,63.63636364,79.74683544,41.37931034,BP
A,M,87.83,82.8,2,X,J,55.96,14,71.69811321,56.68789809,80.60606061,79.14110429,60.6557377,78.44311377,67.59776536,75.72254335,69.64285714,87.05035971,76.55172414,66.42335766,69.09090909,69.62025316,64.36781609,BP
A,I,81.5,79.5,2,X,G,85,14,69.81132075,84.7133758,70.90909091,66.87116564,67.21311475,82.03592814,70.94972067,84.97109827,83.92857143,85.61151079,86.20689655,85.40145985,63.63636364,89.87341772,62.06896552,BP
A,N,88.26,84,2,X,G,63.9,13,71.69811321,78.34394904,81.81818182,82.82208589,59.01639344,83.23353293,73.18435754,58.38150289,87.5,92.8057554,80.68965517,85.40145985,74.54545455,74.6835443,71.26436782,BP
A,K,77.2,84.2,2,X,G,64.35,14,43.39622642,56.68789809,56.36363636,80.36809816,78.68852459,79.64071856,82.12290503,76.87861272,69.64285714,84.17266187,84.82758621,59.12408759,67.27272727,82.27848101,66.66666667,BP
A,M,76,80.4,2,X,J,66.67,14,41.50943396,71.97452229,57.57575758,66.87116564,59.01639344,70.05988024,66.48044693,76.87861272,60.71428571,84.17266187,73.79310345,51.82481752,72.72727273,79.74683544,59.77011494,BP
B,I,79.11,79,2,X,G,83.3,12,79.24528302,59.23566879,83.03030303,58.28220859,75.40983607,86.82634731,68.7150838,86.12716763,83.92857143,88.48920863,80.68965517,89.7810219,96.36363636,79.74683544,82.75862069,BP
A,N,82,84.5,2,X,J,62.35,13,30.18867925,60.50955414,57.57575758,55.82822086,54.09836066,66.46706587,64.24581006,68.78612717,83.92857143,89.92805755,79.31034483,83.94160584,76.36363636,84.81012658,64.36781609,BP
A,N,84.66,78,2,X,J,57.85,13,43.39622642,64.33121019,50.3030303,76.68711656,49.18032787,67.66467066,54.18994413,56.06936416,51.78571429,56.83453237,73.79310345,63.50364964,56.36363636,69.62025316,55.17241379,MP
B,I,88.8,87.2,2,X,J,66.2,13,50.94339623,93.63057325,60,66.87116564,50.81967213,68.86227545,73.18435754,52.60115607,57.14285714,59.71223022,68.27586207,83.94160584,56.36363636,74.6835443,50.57471264,BP
B,N,88.4,89.5,2,X,J,64.28,13,26.41509434,71.97452229,53.93939394,52.14723926,49.18032787,66.46706587,60.89385475,58.38150289,67.85714286,81.29496403,73.79310345,69.34306569,65.45454545,89.87341772,59.77011494,BP
B,I,85,77,2,X,J,82.5,14,39.62264151,65.60509554,63.63636364,61.96319018,62.29508197,77.24550898,73.18435754,78.03468208,62.5,88.48920863,64.13793103,73.72262774,80,69.62025316,62.06896552,BP
A,I,82.78,73.17,2,X,G,86.1,13,49.05660377,70.70063694,69.6969697,65.64417178,80.32786885,88.0239521,67.59776536,86.12716763,94.64285714,95.68345324,84.82758621,88.32116788,67.27272727,72.15189873,41.37931034,BP
B,N,86.26,62.83,2,X,G,64.29,12,43.39622642,69.42675159,64.84848485,61.96319018,11.47540984,37.7245509,50.83798883,52.60115607,46.42857143,56.83453237,72.4137931,64.96350365,60,79.74683544,32.18390805,BP
B,I,79,71.75,2,X,J,81,13,52.83018868,71.97452229,67.27272727,69.32515337,54.09836066,73.65269461,48.60335196,75.72254335,62.5,84.17266187,79.31034483,63.50364964,69.09090909,64.55696203,68.96551724,BP
A,M,92.4,88.67,2,X,J,66.67,13,49.05660377,63.05732484,67.27272727,66.87116564,36.06557377,65.26946108,53.0726257,59.53757225,55.35714286,71.22302158,61.37931034,79.5620438,52.72727273,62.02531646,50.57471264,BP
B,N,91.6,83.2,2,X,G,63.31,13,73.58490566,83.43949045,81.81818182,81.59509202,57.37704918,68.86227545,74.30167598,53.75722543,75,89.92805755,65.51724138,89.7810219,70.90909091,56.96202532,68.96551724,MP
A,I,85.11,74.91,2,X,J,86,13,37.73584906,74.52229299,62.42424242,57.05521472,49.01639344,71.25748503,69.83240223,75.72254335,62.5,82.73381295,58.62068966,82.48175182,69.09090909,56.96202532,59.77011494,BP
B,N,76.13,63,2,W,F,76.23,15,39.62264151,60.50955414,57.57575758,69.32515337,22.78688525,52.09580838,45.25139665,54.9132948,69.64285714,71.22302158,79.31034483,79.5620438,74.54545455,84.81012658,68.96551724,BP
B,A,92,94,2,X,J,85,12,43.39622642,66.87898089,76.96969697,57.05521472,13.1147541,49.7005988,43.01675978,50.28901734,51.78571429,78.41726619,50.34482759,83.94160584,65.45454545,51.89873418,66.66666667,BP
B,N,81,75.67,2,X,J,63.26,12,56.60377358,66.87898089,74.54545455,68.09815951,26.2295082,56.88622754,47.48603352,47.97687861,55.35714286,78.41726619,57.24137931,73.72262774,40,64.55696203,41.37931034,MP
A,I,86.38,78.5,2,X,G,85.1,13,20.75471698,65.60509554,61.21212121,47.2392638,39.3442623,48.50299401,59.77653631,63.00578035,53.57142857,59.71223022,79.31034483,60.58394161,58.18181818,74.6835443,71.26436782,BP
A,I,78.22,68.5,2,X,G,84.31,15,45.09433962,63.05732484,64.84848485,77.91411043,60.6557377,77.24550898,73.18435754,80.34682081,58.92857143,82.73381295,66.89655172,62.04379562,70.90909091,87.34177215,59.77011494,BP
A,I,79.22,72.16,2,X,G,78.7,14,39.62264151,63.05732484,72.12121212,55.82822086,57.37704918,71.25748503,54.18994413,76.87861272,69.64285714,71.22302158,77.93103448,89.7810219,63.63636364,44.30379747,75.86206897,BP
B,Y,88.4,85.83,2,X,G,69.69,12,37.73584906,64.33121019,56.36363636,63.19018405,47.54098361,60.47904192,66.48044693,54.9132948,85.71428571,84.17266187,84.82758621,88.32116788,67.27272727,74.6835443,41.37931034,BP
B,A,92,82,2,X,J,86,12,52.83018868,79.61783439,63.63636364,64.41717791,14.75409836,53.29341317,47.48603352,64.16184971,53.57142857,69.78417266,55.86206897,83.94160584,67.27272727,62.02531646,59.77011494,BP
B,M,71.4,71.8,2,X,J,66.69,14,22.64150943,69.42675159,60,48.46625767,50.81967213,76.04790419,64.24581006,56.06936416,55.35714286,71.22302158,69.65517241,67.88321168,78.18181818,64.55696203,73.56321839,BP
B,N,86.4,82.33,2,X,J,60.73,13,81.13207547,87.2611465,89.09090909,73.00613497,47.37704918,44.91017964,69.83240223,75.72254335,62.5,78.41726619,75.17241379,76.64233577,61.81818182,79.74683544,57.47126437,BP
A,M,84.4,73.8,2,X,G,65.34,13,30.18867925,64.33121019,58.78787879,64.41717791,59.01639344,77.24550898,66.48044693,81.50289017,42.85714286,56.83453237,62.75862069,66.42335766,78.18181818,94.93670886,66.66666667,LP
A,L,74.33,76,2,X,J,60.59,15,30.18867925,54.14012739,55.15151515,64.41717791,54.09836066,77.24550898,69.83240223,56.06936416,69.64285714,79.85611511,75.17241379,78.10218978,78.18181818,69.62025316,75.86206897,BP
B,N,74.13,62.33,2,W,F,67.2,16,15.09433962,57.96178344,51.51515152,53.37423313,27.86885246,50.89820359,54.18994413,45.66473988,46.42857143,72.6618705,61.37931034,62.04379562,54.54545455,92.40506329,41.37931034,BP
A,A,83.6,94.08,2,X,G,79.6,12,43.39622642,65.60509554,66.06060606,59.50920245,44.26229508,58.08383234,67.59776536,69.94219653,71.42857143,82.73381295,82.06896552,70.80291971,61.81818182,74.6835443,36.7816092,BP
B,N,84.53,76.16,2,X,B,59.9,12,62.26415094,79.61783439,57.57575758,74.23312883,31.14754098,48.50299401,50.83798883,64.16184971,30.35714286,49.64028777,44.82758621,67.88321168,76.36363636,68.35443038,79.31034483,MP
A,I,70.88,61.5,2,X,G,69.5,13,62.26415094,70.70063694,72.12121212,79.14110429,47.37704918,59.28143713,65.36312849,57.22543353,75,88.48920863,83.44827586,72.26277372,0,2.53164557,3.448275862,BP
B,Q,83.6,78.8,2,X,G,80.46,13,26.41509434,64.33121019,52.72727273,52.14723926,57.37704918,67.66467066,70.94972067,80.34682081,82.14285714,92.8057554,80.68965517,79.5620438,60,63.29113924,58.62068966,BP
A,N,85,80,2,X,B,65,14,62.26415094,80.89171975,72.12121212,75.4601227,60.6557377,74.8502994,68.7150838,79.19075145,21.42857143,45.32374101,57.24137931,38.68613139,78.18181818,60.75949367,83.90804598,MP
B,B,79.8,71,2,X,B,75.8,13,60.37735849,80.89171975,80.60606061,65.64417178,60.6557377,70.05988024,56.42458101,81.50289017,69.64285714,87.05035971,71.03448276,67.88321168,85.45454545,86.07594937,83.90804598,BP
B,I,82.11,69.66,2,X,G,83,13,46.98113208,64.33121019,61.21212121,73.00613497,40.98360656,62.8742515,64.24581006,66.47398844,60.71428571,85.61151079,57.24137931,76.64233577,45.45454545,60.75949367,54.02298851,BP
B,B,82.3,74.8,2,X,G,78.05,13,37.73584906,68.15286624,55.15151515,66.87116564,36.06557377,53.29341317,56.42458101,61.84971098,62.5,71.22302158,66.89655172,86.86131387,56.36363636,88.60759494,42.52873563,BP
A,Q,69.5,76,2,X,J,73.75,13,47.16981132,64.33121019,61.21212121,66.87116564,60.6557377,76.04790419,66.48044693,81.50289017,69.64285714,89.92805755,60,88.32116788,78.18181818,86.07594937,72.4137931,LP
B,Z,79,72.8,2,X,B,69.9,13,33.96226415,52.86624204,53.93939394,63.19018405,14.75409836,53.29341317,38.54748603,54.9132948,10.71428571,51.07913669,35.17241379,48.90510949,38.18181818,30.37974684,44.82758621,LP
A,B,74,64.2,2,X,B,66,13,60.37735849,65.60509554,64.84848485,75.4601227,44.26229508,59.28143713,48.60335196,66.47398844,46.42857143,55.39568345,66.89655172,62.04379562,63.63636364,60.75949367,65.51724138,LP
B,Q,84.6,76.6,2,X,G,76.5,13,52.83018868,64.33121019,78.18181818,65.64417178,59.01639344,80.83832335,67.59776536,58.38150289,44.64285714,69.78417266,60,56.20437956,70.90909091,50.63291139,79.31034483,BP
A,I,83,74.25,2,X,B,77.44,14,60.37735849,71.97452229,73.33333333,71.7791411,55.73770492,70.05988024,64.24581006,68.78612717,51.78571429,69.78417266,69.65517241,60.58394161,67.27272727,73.41772152,65.51724138,BP
A,Q,79.6,61.2,2,X,J,75.29,13,41.50943396,64.33121019,58.78787879,65.64417178,32.78688525,59.28143713,50.83798883,49.13294798,44.64285714,69.78417266,51.72413793,64.96350365,30.90909091,55.69620253,33.33333333,BP
A,Q,82,65,2,X,G,68,13,50.94339623,56.68789809,61.21212121,76.68711656,52.45901639,56.88622754,66.48044693,78.03468208,50,75.53956835,50.34482759,78.10218978,70.90909091,65.82278481,72.4137931,BP
A,I,69.55,64.08,2,X,G,86.06,13,58.49056604,64.33121019,66.06060606,75.4601227,60.6557377,79.64071856,72.06703911,80.34682081,73.21428571,88.48920863,75.17241379,70.80291971,81.81818182,88.60759494,77.01149425,BP
B,AA,86.5,79,2,X,G,64.2,15,52.83018868,64.33121019,78.18181818,66.87116564,54.09836066,72.45508982,67.59776536,56.06936416,57.14285714,72.6618705,75.17241379,64.96350365,65.27272727,78.48101266,65.51724138,BP
A,S,76,70.4,2,X,B,74.4,13,39.62264151,60.50955414,63.63636364,60.73619632,45.73770492,67.66467066,65.36312849,53.75722543,39.28571429,72.6618705,72.4137931,66.42335766,76.36363636,86.07594937,79.31034483,BP
B,S,78.5,74.4,2,X,B,76.27,12,45.28301887,82.1656051,60,66.87116564,47.54098361,71.25748503,51.95530726,53.75722543,35.71428571,64.02877698,37.93103448,78.10218978,63.63636364,83.5443038,51.72413793,BP
B,Q,80.4,72.4,2,X,G,80.8,12,43.39622642,64.33121019,62.42424242,64.41717791,39.3442623,66.46706587,55.30726257,52.60115607,46.42857143,64.02877698,57.24137931,70.80291971,56.36363636,58.2278481,56.32183908,BP
B,Q,88,75,2,X,J,79,13,43.39622642,69.42675159,68.48484848,63.19018405,47.37704918,66.46706587,64.24581006,54.9132948,55.35714286,66.90647482,64.13793103,76.64233577,60,75.94936709,54.02298851,BP
B,J,78.6,67.6,2,X,B,72.07,13,64.1509434,66.87898089,80.60606061,74.23312883,34.42622951,47.30538922,54.18994413,64.16184971,37.5,58.27338129,48.96551724,70.80291971,54.54545455,60.75949367,51.72413793,MP
B,I,81.33,66.17,2,X,G,82.5,13,54.71698113,68.15286624,67.27272727,61.96319018,55.73770492,56.88622754,70.94972067,74.56647399,42.85714286,61.15107914,57.24137931,69.34306569,85.45454545,83.5443038,83.90804598,MP
B,E,89.44,75.33,2,X,B,75.2,13,20.75471698,51.59235669,52.72727273,53.37423313,32.78688525,56.88622754,50.83798883,58.38150289,41.07142857,64.02877698,40.68965517,73.72262774,69.09090909,63.29113924,72.4137931,BP
A,M,70.2,62.8,2,X,J,71.8,14,47.16981132,65.60509554,62.42424242,65.64417178,55.73770492,74.8502994,60.89385475,61.84971098,66.07142857,78.41726619,68.27586207,82.48175182,70.90909091,75.94936709,72.4137931,BP
B,I,84.33,77.66,2,X,J,85.2,14,43.39622642,73.24840764,64.84848485,63.19018405,45.73770492,67.66467066,56.42458101,68.78612717,60.71428571,75.53956835,62.75862069,82.48175182,74.54545455,78.48101266,72.4137931,BP
A,M,78,76.4,2,X,B,90.6,14,54.71698113,56.68789809,51.51515152,80.36809816,81.96721311,82.03592814,84.3575419,87.28323699,23.21428571,43.88489209,58.62068966,50.3649635,78.18181818,91.13924051,70.11494253,MP
A,M,75.3,77.6,2,X,G,74.7,14,79.24528302,92.3566879,85.45454545,81.59509202,57.37704918,80.83832335,68.7150838,57.22543353,64.28571429,78.41726619,75.17241379,70.80291971,83.63636364,83.5443038,88.50574713,BP
B,N,81.73,86.5,2,X,D,62.47,14,62.26415094,59.23566879,76.96969697,79.14110429,37.70491803,59.28143713,58.65921788,53.75722543,64.28571429,82.73381295,71.03448276,72.26277372,58.18181818,68.35443038,54.02298851,MP
A,I,85,80.33,2,X,B,83.4,14,22.64150943,49.04458599,53.93939394,57.05521472,49.01639344,67.66467066,62.01117318,58.38150289,46.42857143,75.53956835,54.48275862,59.12408759,70.90909091,60.75949367,79.31034483,BP
A,I,85.6,75.4,2,X,B,79.5,14,54.71698113,82.1656051,76.96969697,61.96319018,42.45901639,66.46706587,65.36312849,60.69364162,53.57142857,74.10071942,55.86206897,79.5620438,87.27272727,93.67088608,86.20689655,MP
A,Q,78,66.6,2,X,B,68.82,13,45.28301887,75.79617834,56.36363636,64.41717791,54.09836066,70.05988024,62.01117318,65.31791908,33.92857143,64.02877698,42.06896552,64.96350365,67.27272727,75.94936709,60.91954023,MP
A,S,70.2,71,2,X,B,69.68,13,54.71698113,69.42675159,72.12121212,68.09815951,54.09836066,65.26946108,75.41899441,67.6300578,39.28571429,58.27338129,61.37931034,59.12408759,83.63636364,75.94936709,86.20689655,MP
B,J,88.9,82.4,2,X,J,78.7,13,64.1509434,60.50955414,67.27272727,82.82208589,36.06557377,50.89820359,55.30726257,54.9132948,30.35714286,53.95683453,47.5862069,56.20437956,67.27272727,73.41772152,65.51724138,BP
B,N,78.4,72.5,2,X,J,60.68,13,66.03773585,73.24840764,78.18181818,77.91411043,50.81967213,61.67664671,65.36312849,52.60115607,58.92857143,76.97841727,64.13793103,75.18248175,70.90909091,73.41772152,72.4137931,BP
A,I,80.33,68.83,2,X,G,85,13,60.37735849,64.33121019,76.96969697,76.68711656,77.04918033,79.64071856,82.12290503,83.8150289,60.71428571,76.97841727,71.03448276,67.88321168,80,91.13924051,77.01149425,MP
A,I,88,84,2,X,B,79.7,14,50.94339623,66.87898089,74.54545455,68.09815951,55.73770492,79.64071856,55.30726257,80.34682081,44.64285714,79.85611511,64.13793103,53.28467153,81.81818182,75.94936709,83.90804598,BP
A,N,72,67.23,3,X,B,62.26,13,67.9245283,82.1656051,66.06060606,86.50306748,29.50819672,54.49101796,48.60335196,54.9132948,25,48.20143885,36.55172414,60.58394161,47.27272727,50.63291139,47.12643678,LP
B,N,85.6,82,2,X,G,62.49,13,66.03773585,77.07006369,0,0,27.86885246,0,0,0,57.14285714,0,0,0,69.09090909,68.35443038,67.81609195,BP
